(3370, 5097)
(4535, 4729)
(379, 1967)
(1407, 9934)
(2461, 5632)
(1568, 3275)
(8223,)
(3074, 8677)
(845, 3961)
(8438, 9040)
(4371, 8033)
(3476, 8710)
(342, 7321)
(448, 1143)
(3805, 6630)
(7524, 9770)
(5463,)
(83, 10052)
(4414,)
(1193, 6476)
(2472,)
(5154, 8897)
(5417, 6382)
(5804, 9710)
(5599, 5975)
(3024, 7557)
(11, 1117)
(2866, 8749, 9719)
(1115, 8112)
(1635, 9447)
(1605, 5747)
(4221, 8291)
(1091, 4718)
(45, 826)
(849, 3600)
(586, 9194)
(9060, 9563)
(1579, 1647)
(910, 1319)
(1671, 3190)
(3384, 8693)
(7050, 8936)
(420, 6659)
(1672, 4494)
(6504, 9844)
(472, 2113)
(3704, 6804)
(1273, 1297)
(371, 9754)
(889, 8394)
(914, 7171)
(7831, 8950)
(8339,)
(2784, 3124)
(4313, 9440)
(605, 8027)
(5138,)
(4641, 9671)
(766, 8055)
(9478,)
(1480, 4505)
(2981, 3889)
(1904, 5436)
(8858, 8877)
(4891, 8430)
(9053, 9844)
(1288,)
(724, 1702)
(4717, 10081)
(3632, 9277)
(247, 6624)
(6612, 8758)
(6448, 7236)
(4470, 9183)
(497, 3393, 5515)
(7273, 9664)
(511, 1377)
(270, 5215)
(5382, 8636)
(906, 2946)
(1542, 7847)
(73, 8735)
(3180, 8860)
(334, 3849)
(4833, 9484)
(10013,)
(8964,)
(6386, 9031)
(7704, 9461)
(1278, 4843)
(1506, 9713)
(1453, 7343)
(980, 2391)
(2722, 9271)
(1097, 2270)
(2110,)
(7185, 9539)
(1943, 2304)
(8141, 9364)
(5296, 9080)
(8809, 9447)
(3558, 9832)
(9499,)
(6142, 6489)
(7984, 9049)
(5506, 8350)
(5873, 8843)
(2530,)
(1066, 5593)
(9733, 9863)
(6582, 9128)
(2050, 6265)
(1831, 9963)
(167, 7127)
(4552, 9123)
(4835, 8288)
(3578, 4534)
(3047, 9305)
(1185, 7976)
(3900, 6180)
(7053, 8710)
(6513, 7712)
(2706, 8612)
(212, 525)
(291, 6818)
(886, 4589)
(7005,)
(3494, 8805)
(362, 6788)
(9286, 9731)
(8246, 8945)
(6203, 10053)
(1537, 3763)
(469, 7284)
(9109, 9370)
(1420, 9743)
(4528, 9308)
(707, 8748)
(1147, 9226)
(7194,)
(3258, 6234)
(5976, 8659)
(512, 1757)
(924, 2070)
(1995, 7189)
(8371, 9913)
(828, 9128)
(9701, 9806)
(7290, 9222)
(3471, 3542)
(2726, 9386)
(6393, 9424)
(1837, 8500)
(8240, 8799)
(1346, 4820)
(3097, 7278)
(3915, 6784)
(1445, 9519)
(7729,)
(6680,)
(257, 6379)
(511, 7304)
(832,)
(183, 5407)
(8499, 9498)
(1096, 8758)
(6582, 9500)
(6443, 9194)
(5720, 9576)
(1030, 2561)
(2459, 9590)
(9135, 9965)
(5504, 7930)
(8459, 8670)
(9467,)
(1937, 8949)
(6182,)
(1037,)
(6695, 7677)
(553, 4633)
(882, 6275)
(1542, 7180)
(7305,)
(487, 7187)
(1302, 8123)
(425, 8030)
(2857, 5748)
(7762, 8103)
(9571, 9788)
(5346, 8091)
(7555, 9973)
(8953,)
(71, 9369)
(2032, 7456)
(435, 9586)
(5918, 9403)
(6970, 9182)
(265, 663)
(2647, 7961)
(7576, 9907)
(2478, 9374)
(9133,)
(255, 2514)
(6178, 7274)
(4058, 9677)
(809, 5597)
(644, 1122)
(5568, 9199)
(6549, 7008)
(2903, 9334)
(1500, 8630)
(4431, 4590)
(1398, 3501)
(5501, 7006)
(8805, 9209)
(9181, 9498)
(9169, 9190)
(1810, 3204)
(8728, 9849)
(5509, 9270)
(8812, 9764)
(1116, 6425)
(1840, 8112)
(7064, 9933)
(8709, 9011)
(2010, 2918)
(6293,)
(5348, 9345)
(9377, 9824)
(7615, 8657)
(1495, 4962)
(419, 2207)
(993, 6069)
(2477, 3788)
(2126, 4423)
(1355, 4674)
(4462, 9720)
(2985, 8350)
(1751, 7390)
(2454, 8506)
(2081, 9696)
(731, 925)
(6835, 7615)
(7432, 7702)
(1860, 6991)
(29, 1206)
(208, 7099)
(186, 2119)
(381, 8052)
(5131, 7271)
(3793, 8644)
(506, 9752)
(5246, 9781)
(5132, 5786)
(1988, 8414)
(6510, 7830)
(1231, 9568)
(1930, 6205)
(4140, 7721)
(8768, 10080)
(9185, 9846)
(1881, 6796)
(2718, 4239)
(1639, 6966, 8119)
(1982, 8772)
(167, 1748)
(4155, 9234)
(2431, 4141)
(1734, 7640)
(3495, 3691)
(9182, 9820)
(1638, 3596)
(6713, 7882)
(5560, 9484)
(8888, 9652)
(7158, 7704)
(8489, 9647)
(9593, 9797)
(5926, 8507)
(5245, 8937)
(82, 2345)
(7198, 7375)
(1431, 7145)
(6885, 10080)
(2748, 6507, 7549)
(2129, 8871)
(80, 546)
(476, 2808)
(5389, 8922)
(601, 7533)
(4089, 4928)
(3077, 9116)
(5455,)
(1811, 8073)
(6994, 9854)
(3583, 3676)
(2464,)
(3718, 8139)
(9804,)
(1051, 5952)
(930, 1852)
(125, 3021)
(4110, 7423)
(824, 5293)
(7727, 7729, 8072)
(2579,)
(919, 4133)
(9894,)
(4476, 4635)
(9336, 10038)
(8845,)
(1681, 8074)
(4895, 9165)
(9124, 9593)
(5767, 5919)
(5792, 6382)
(4329, 4677)
(4941,)
(6180, 7933)
(8211, 9985)
(1730, 8165)
(8241,)
(2254, 3715)
(1538, 9025)
(4676, 6796)
(3909, 8668)
(6691, 10033)
(5406, 9749)
(6181, 8820)
(2704, 9155)
(6026, 6795)
(3442, 9263)
(9380,)
(2639, 5354)
(1904, 6855)
(1351, 2262)
(7900, 9353)
(8677,)
(2160, 5846)
(8140, 8590)
(9825,)
(256, 4992)
(4198, 9836)
(9937, 9943)
(1309, 6596)
(9195, 9616)
(8727, 9728)
(189, 3064)
(4638, 6170)
(925, 3450, 4320)
(1756, 6073)
(8517, 9867)
(599, 9505)
(2414, 6442)
(3089, 7915)
(5611, 9793)
(8437, 8616)
(1605, 7910)
(1402, 9395)
(3599, 5275)
(821, 3066)
(748, 7302)
(7100, 7311)
(2361, 9020)
(4163, 9093)
(7032, 8454)
(616, 7318)
(8009,)
(2318, 9227)
(1632, 7583)
(434, 1406)
(2152, 9004)
(4311, 8988)
(3932, 9216)
(7217, 9198)
(351, 6945)
(1444, 4009)
(6462, 9205)
(8665, 10092)
(178, 2643)
(3521, 8549)
(813, 1448)
(3098, 8968)
(4118,)
(6372,)
(5074, 8661)
(3225,)
(5956, 9646)
(1393, 3153)
(6186, 9384)
(4233, 6784)
(1053, 5454)
(6158, 9833)
(4448,)
(9429, 9566)
(4556, 9527)
(1501, 8890)
(3554, 8881)
(4022, 9142)
(8083, 9293)
(36, 2541)
(7201, 8359)
(7307, 8357)
(2781, 5225)
(9936,)
(3933, 9785)
(7591, 9783)
(5563, 9722)
(8173, 9562)
(6077, 7078)
(1255, 2051)
(3741, 8438)
(10026,)
(1065, 6153)
(3034, 9291)
(7031, 9094)
(1120, 7799)
(4743,)
(4336, 8429)
(7470, 9384)
(803,)
(6269, 9085)
(8441, 9651)
(539, 5974)
(1952, 6260, 8896)
(5974, 6868)
(483, 7191)
(1108, 6875)
(7238, 8201)
(26, 3217)
(6791,)
(6297, 8667)
(6861, 8572)
(479, 4992)
(3472, 4582)
(1310, 5841)
(6393,)
(6161, 7849)
(2240,)
(6690, 9679)
(382, 8876)
(35, 7603)
(844, 3703)
(2251, 4236)
(3388, 9643)
(1914, 9559)
(2536, 3104)
(5579, 9495)
(522, 628)
(305, 10065)
(9602,)
(4801, 6475)
(2692, 5296)
(7409, 9605)
(3104, 3701)
(8924,)
(4529, 6273)
(4099, 8957)
(81, 1743)
(3727, 6492)
(5147, 5555)
(566, 8110)
(681, 3481, 7720)
(5903, 8102)
(6009, 9916)
(4378, 9312)
(6673, 9467)
(2471, 5488)
(3697, 5680)
(1251, 6468)
(8749, 9719)
(4512, 6195)
(6992, 9144)
(1275, 9455)
(1190, 6314)
(1500, 4380)
(6666, 9078)
(10, 4872)
(5216, 7608)
(6897, 7845)
(1100, 7067)
(4157, 7550)
(860, 2300)
(4786, 8337)
(9388, 9845)
(667, 10021)
(585, 10065)
(3394, 4123, 7540)
(1894, 3902)
(8899, 10022)
(120, 3168)
(6037, 9279)
(1058, 10043)
(2932, 8109)
(2018, 3403)
(1175, 9047)
(8544, 10055)
(439, 2776)
(4150, 10093)
(7194, 8494)
(8724, 9932)
(3205, 9870)
(2063, 5894)
(2879, 3397)
(3195, 7214)
(400,)
(2765, 9225)
(1191, 1613)
(3405, 3605)
(4295, 9337)
(5285, 7204)
(1557, 5814)
(7852, 8530)
(3250, 6672)
(3837, 5863)
(169, 2870)
(4758, 8700)
(7139, 9879)
(861,)
(7024, 8973)
(1333, 6942)
(2557, 6522)
(951,)
(9281, 9894)
(2873, 7532)
(3382, 8856)
(6878, 7524)
(3492, 9567)
(7190, 9145)
(6204, 7301)
(1980, 9980)
(475, 4521)
(1259, 9632)
(347,)
(138, 1205)
(4179, 9882)
(7436, 8286)
(6295, 8580)
(6723, 9955)
(67, 7841)
(3310, 7568)
(660, 4706)
(4523, 9079)
(5240, 9312)
(3517, 3989)
(827, 7633)
(5352, 9917)
(1015, 7860)
(3599,)
(8544, 9252)
(5967, 6288)
(9056,)
(5221, 6577)
(8891, 8962)
(3895, 9783)
(2879, 7895)
(4322, 7768)
(1732, 10009)
(4657, 9992)
(1077, 1142)
(7116, 9034)
(996, 8415)
(3804, 7107)
(3102, 5420)
(4757, 10068)
(7216, 7803)
(906, 2743)
(806, 2871)
(6056, 9404)
(1154, 8218)
(1325, 5287)
(8760, 9101)
(3391, 8314)
(1805, 2512)
(4131, 9970)
(1084, 5396)
(691, 9869)
(1254, 4463)
(2029, 9739)
(1530, 7080)
(4012, 9360)
(7177, 9003)
(1884, 8234)
(6397, 9111)
(1355, 8551)
(1161,)
(585, 4087)
(7405, 9803)
(5289, 9051)
(3881, 8684)
(364, 3337)
(976, 8490)
(8023, 9053)
(6775, 9106)
(779, 2861)
(7604, 8728)
(5518, 9176)
(3824, 9829)
(1453, 7643)
(1684, 3850)
(5493, 9880)
(5509, 6798)
(1052, 5946)
(8854, 9120)
(1696,)
(6279, 8716)
(1070, 5458)
(9842,)
(7549, 9583)
(896, 8220)
(3401, 6868)
(7113, 10032)
(7110, 9789)
(635, 5487)
(2140, 4663)
(5946, 9347)
(3473, 8037)
(3569, 8256)
(2151, 6064)
(3843, 8112)
(3068, 8748)
(8233,)
(7153, 9296)
(458, 1101)
(1850, 8209)
(2367, 8989)
(2211, 4828)
(1615, 10044)
(3789, 5651)
(2565, 4247)
(5303, 7079)
(361, 3546)
(4522, 7953)
(9372,)
(1133, 7152)
(1901, 9278)
(2786, 6958)
(6495, 8654)
(4329,)
(1052, 4078)
(761, 7286)
(5944, 9175)
(7113, 9492)
(3506, 4530)
(3355, 7522)
(1727, 1755)
(4520, 9769)
(6901, 9384)
(6803, 7407)
(234, 8129)
(2438, 9131)
(3408, 9268)
(358, 5141)
(7169, 9438)
(4838, 9186)
(1548, 8318)
(5558,)
(2871, 5320)
(5236, 7853)
(5270, 8889)
(2592,)
(1632, 3674)
(290, 3504)
(2479, 3700)
(9907,)
(8858,)
(8272, 10032)
(3247, 5838)
(536, 4495)
(797, 3671)
(52, 8888)
(2221, 3162)
(2938,)
(5383, 8332)
(1505, 7446)
(6111, 9454)
(6085, 7734)
(1178, 2255)
(8515, 9354)
(6377, 8635)
(2441, 8009)
(2463, 4771)
(8617, 10054)
(1403, 6763)
(2702, 8142)
(286, 6924)
(9350, 9559)
(1069, 3412)
(5859, 6281)
(3094, 3912)
(5274, 9294)
(2158, 9214)
(1749, 7393)
(432, 2772)
(2424,)
(2025, 7404)
(277, 4622)
(6750, 9800)
(759, 9170)
(7033, 9925)
(2759, 9061)
(7503, 8759)
(9213, 9568)
(7630, 9240)
(8129, 8976)
(70, 9859)
(2570, 9143)
(506, 4412)
(8002, 8130)
(780, 8791)
(6696, 6827)
(4459, 9656)
(631,)
(3251, 9966)
(6620, 9862)
(6789, 10021)
(1322, 7661)
(5868, 8172)
(2134, 7533)
(4864, 6894)
(6872, 9285)
(2968, 9795)
(4312, 5871)
(3848, 7624)
(1716, 7118)
(1321, 4214)
(2719,)
(2374, 3511)
(4077, 9250)
(8969,)
(188, 430)
(4571, 8386)
(794, 4154, 4625)
(2378, 7210)
(5768,)
(797, 9836)
(2297, 9404)
(8058, 8331)
(1398, 2851)
(583, 8713)
(1062, 1801)
(7079,)
(212, 3186)
(1934,)
(2171, 7924)
(1633, 8019)
(6511, 9349)
(3335, 5896)
(9341, 9376)
(7727, 7729)
(7029, 9673)
(5791, 9507)
(713, 4832)
(988, 9480)
(5210, 5453)
(1954, 7634)
(8451, 8733)
(1707, 3212)
(2633, 4116)
(8551, 9425)
(1085, 9956)
(192, 2356)
(8433, 8722)
(1639, 8862)
(1330,)
(4789, 5561)
(3184, 9303)
(3804, 9945)
(2456, 6492)
(1075, 8696)
(846, 6444)
(2010, 9466)
(2441, 2794)
(6189, 8445)
(2447, 10051)
(9126, 9546)
(2344, 4242)
(7737, 9225)
(6140, 6687)
(7911, 8039)
(824, 5461)
(3810, 6148)
(2118, 2604)
(7502, 8860)
(3097, 4076)
(7724, 8651)
(9192, 9583)
(2156, 6675)
(6944, 10026)
(5710, 6954)
(6392, 9520)
(5295, 7775)
(7653, 8438)
(913, 9648)
(8823, 9983)
(2747, 3384)
(5139, 9962)
(794, 4625)
(1270, 2033)
(5961, 9257)
(3389, 6816)
(906,)
(765, 2295)
(455, 8852)
(8528, 9899)
(856, 3664)
(5849, 8490)
(5178, 10016)
(9398, 9424)
(1441, 3453)
(5130, 7414)
(282, 9918)
(4525, 6686)
(784, 6477)
(5822, 9260)
(4630, 9752)
(941, 7837)
(541, 1732)
(5780, 6062)
(1256, 5613)
(3336, 7746)
(4969, 9714)
(2298, 6082)
(7049, 8389)
(641, 8849)
(5456, 6590)
(5160, 7527)
(7878, 8486)
(159, 481)
(1441,)
(3155, 9688)
(1742, 6863)
(5280, 9582)
(870, 6996)
(3885, 6087)
(4366, 9594)
(6516, 9003)
(1895, 5988)
(2827, 10040)
(754, 5470)
(882, 1283)
(9027,)
(7522, 8650)
(3688, 3773)
(7776, 9446)
(2494, 2675)
(1769, 8744)
(2848, 8593)
(678, 4948)
(8592, 9927)
(187, 6836)
(5355, 9042)
(5658, 5685)
(4963, 8537)
(8712, 9994)
(2111, 6636)
(1014, 4860)
(3560, 8763)
(433, 5775)
(2458, 4465)
(99, 1986)
(6481, 9650)
(667, 3039)
(6119, 9789)
(3838, 7934)
(9562,)
(2154, 3672)
(5833, 8798)
(7676, 8993)
(6277,)
(2238, 9290)
(8638, 9680)
(1215, 3878)
(925, 6995)
(1214, 10016)
(1256, 3863)
(4613, 7628)
(4542, 9898)
(2053, 9314)
(3798, 9342)
(3229, 6559)
(7632, 8655)
(5666, 8868)
(1324, 9438)
(569, 4534)
(7523, 9964)
(1033, 9584)
(3591,)
(8289, 9821)
(4168, 8219)
(5499, 9984)
(4710, 9388, 9845)
(3383, 9854)
(754, 4560)
(1703, 2771)
(1352, 7864)
(162, 3263)
(699, 8076)
(4037, 6475)
(1120, 6744)
(960, 2285)
(5098, 8268)
(858, 9009)
(6339, 9188)
(3189, 8604)
(1067, 6130)
(2878, 6221)
(6255, 9410)
(2225, 5975)
(9791, 9824)
(6067, 7857)
(2376, 4958)
(1301, 8722)
(4318, 7451)
(613, 8070)
(1972, 6182)
(1889, 9019)
(5445, 6794)
(1123, 1227)
(210, 9545)
(9599,)
(1923, 9379)
(8444, 9710)
(6130, 10039)
(3798, 9195)
(4894, 8612)
(1012, 5314)
(3894, 8243)
(380, 3700)
(3421, 9187)
(4081, 5560)
(564, 2733)
(1186, 2368)
(906, 5063)
(3904, 5164)
(3599, 7250)
(6275, 7705)
(452, 1455)
(7447, 9772)
(1847, 9417)
(4592, 6894)
(928, 4125)
(8330, 9889)
(2871, 3073)
(896, 3715)
(1688,)
(655,)
(4220, 5714)
(6819, 8492)
(4090, 4316)
(7772, 9150)
(8897, 9745)
(2683, 7114)
(1262, 8398)
(1854, 7752)
(2873, 4366)
(5974,)
(6901, 8375)
(929, 3534)
(3647, 10093)
(4451, 9990)
(5104, 7992)
(4997, 9605)
(1213, 9396)
(9274,)
(814, 8298)
(8034, 10036)
(77, 1144)
(8878, 9778)
(3985, 5954)
(7294,)
(1099, 5032)
(6651, 8459)
(6285, 6999)
(321, 8331)
(8336, 9833)
(6483, 9415)
(8319, 8922)
(62, 7253)
(84, 3808)
(215, 1019)
(5699, 8112)
(1207, 4530)
(4411,)
(6835, 9693)
(2609, 8096)
(1211, 9024)
(2543, 9967)
(658, 8558)
(7419, 9416)
(7084, 8230)
(8850,)
(21, 6371)
(3484, 9690)
(3662, 3812)
(5649,)
(5856, 8822)
(3668, 8628)
(1725,)
(676,)
(6488, 9245)
(6167, 9687)
(9196,)
(4953, 7044)
(6444, 9881)
(4946,)
(9061, 9187)
(5668, 9044)
(7411, 8157)
(5036,)
(1346, 1871)
(4577, 8025)
(735, 5355)
(3821, 6375)
(2374, 3085)
(124, 9337)
(6906, 8982)
(5432, 9274)
(4112, 9967)
(8507, 9301)
(603, 2636)
(4083, 9189)
(4102,)
(665, 4798)
(90, 756)
(4000, 4208)
(4802, 7832)
(1463, 7800)
(4825, 5766)
(8707, 8952)
(3796, 6809)
(7736, 9486)
(200, 9036)
(8026, 9877)
(52, 2934)
(266, 3729)
(4097, 9959)
(960, 2422)
(9846,)
(7497, 9481)
(4860, 7621)
(1162, 5544)
(4290, 9926)
(4407, 9796)
(1656,)
(2773, 4119)
(1431, 8910)
(3156, 8983)
(3491, 7296)
(638, 8190)
(8578, 8677)
(4360, 9145)
(2589, 4743)
(2439, 4273)
(686, 9831)
(710, 1310)
(5743, 9670)
