(1758, 3660)
(1283, 9113)
(1079, 6335)
(3891, 9574)
(8802, 9650)
(3873, 8877)
(273, 4033)
(837, 2093)
(2263, 8757)
(4505, 8546)
(2559, 7157)
(648, 3375)
(2873, 4284)
(8653, 8747)
(6201, 8925)
(7715, 9282)
(6709, 6720)
(1565, 8126)
(932, 1779)
(697, 9868)
(325, 6030)
(1888, 6096)
(1116, 1390)
(812, 2586)
(2032, 3091)
(3198, 6098)
(1268, 8624)
(6890, 6911)
(4152, 6899)
(6311, 6592)
(8198, 9128)
(4625, 8037)
(618, 8557)
(5560, 7376)
(8387, 8715)
(73, 7863)
(2481, 4693)
(1615, 6493)
(4114, 5971)
(4237, 9800)
(1946, 3626)
(2462, 6724)
(6680, 7179)
(931, 2756)
(4408, 9098)
(2429, 9553)
(476, 6463)
(738, 2246)
(2076, 3601)
(1432, 8274)
(1449, 3971)
(6218, 9459)
(7060, 7518)
(2956, 9807)
(871, 5900)
(1040, 9920)
(3796, 8774)
(3172, 7587)
(7499, 9973)
(9641, 9682)
(5212, 8570)
(9610, 10083)
(7397, 8990)
(1742, 2795)
(6219, 7620)
(6626, 7582)
(4943, 9410)
(4796, 9524)
(2117, 3905)
(3517, 8026)
(1234, 7658)
(2367, 2913)
(225, 946)
(1790, 8922)
(2525, 4893)
(313, 4101)
(5439, 8624)
(2564, 8878)
(4196, 8101)
(1621, 8868)
(6584, 9613)
(1630, 9087)
(3524, 7412)
(126, 7625)
(2088, 9060)
(1189, 9886)
(941, 5335)
(8648, 9485)
(9667, 9846)
(7043, 8215)
(4686, 9849)
(4813, 10063)
(3067, 7308)
(7156, 9950)
(1713, 4532)
(6047, 9078)
(108, 3188)
(934, 1143)
(1026, 1784)
(4221, 9486)
(4863, 8245)
(3690, 4003)
(4733, 7708)
(180, 985)
(1118, 9600)
(1061, 6256)
(6656, 8441)
(2824, 3637)
(5233, 9695)
(6693, 7770)
(1021, 8717)
(2648, 4428)
(3163, 9760)
(8857, 10000)
(614, 6856)
(1335, 8604)
(4194, 10024)
(2064, 5181)
(3099, 8019)
(493, 9179)
(4652, 7717)
(4034, 4950)
(569, 3937)
(590, 9051)
(2868, 10085)
(3087, 7187)
(8416, 9712)
(1386, 9657)
(59, 6019)
(74, 7337)
(4180, 9456)
(7847, 9076)
(66, 7255)
(4612, 4839)
(6365, 9938)
(5414, 8445)
(8755, 10023)
(2581, 6252)
(1338, 10012)
(6663, 8032)
(5647, 8673)
(5383, 8332)
(1248, 6277)
(314, 5725)
(2264, 9663)
(3040, 9654)
(3102, 6498)
(2340, 6419)
(9387, 9861)
(5025, 8429)
(5043, 8442)
(5711, 8437)
(2705, 9044)
(84, 1760)
(4310, 4873)
(7050, 8302)
(2994, 5171)
(2909, 9720)
(5534, 9540)
(417, 7023)
(760, 9930)
(8731, 10006)
(255, 3553)
(9435, 9920)
(2776, 7731)
(502, 8471)
(1935, 4020)
(190, 3604)
(1821, 9748)
(511, 9573)
(5803, 9590)
(5500, 7590)
(1761, 4092)
(6247, 8232)
(821, 6259)
(2673, 9255)
(1232, 1329)
(2250, 4286)
(8819, 8863)
(2755, 7744)
(1672, 2230)
(927, 8558)
(1214, 8858)
(909, 7388)
(6283, 6369)
(4095, 9911)
(7134, 8933)
(6904, 9270)
(1482, 2301)
(6282, 9692)
(877, 9174)
(7704, 9565)
(7722, 10052)
(6112, 9044)
(146, 4942)
(3717, 9746)
(658, 9671)
(4467, 10063)
(4707, 9586)
(5847, 9216)
(9102, 9565)
(1929, 8882)
(6586, 6605)
(848, 7331)
(7728, 7974)
(6811, 8922)
(1440, 2272)
(5653, 6741)
(7008, 7937)
(6040, 9573)
(2418, 2532)
(891, 6630)
(1883, 5345)
(1781, 9270)
(783, 1031)
(1896, 7356)
(8372, 8594)
(5871, 8592)
(295, 495)
(1287, 9178)
(5871, 7806)
(3996, 8988)
(6063, 9760)
(7679, 9659)
(3713, 9709)
(640, 9704)
(7421, 9424)
(5994, 9314)
(3160, 8851)
(5615, 9944)
(5117, 8669)
(1451, 1543)
(294, 6913)
(4698, 9450)
(2814, 9384)
(5626, 9833)
(3612, 9973)
(3432, 7102)
(6378, 9333)
(8286, 9306)
(7036, 10011)
(774, 9356)
(2581, 4102)
(2751, 3070)
(1204, 8753)
(1082, 2124)
(93, 7281)
(6262, 8761)
(4300, 9300)
(1529, 3185)
(4359, 8225)
(843, 8762)
(360, 6866)
(7038, 9129)
(5514, 9755)
(1112, 9094)
(5829, 6561)
(3602, 9013)
(533, 9586)
(5727, 9763)
(711, 5865)
(4029, 4061)
(16, 8230)
(3986, 4632)
(7954, 9325)
(473, 1932)
(8199, 9119)
(1302, 8123)
(9158, 9676)
(2680, 7979)
(9364, 9553)
(6633, 9985)
(5627, 9248)
(2470, 9220)
(3903, 5205)
(5046, 5453)
(7929, 9316)
(5200, 9406)
(1456, 5309)
(4899, 5963)
(7329, 9604)
(2623, 8525)
(9224, 9437)
(2921, 9265)
(6198, 8349)
(434, 2226)
(131, 6705)
(1813, 8472)
(653, 5245)
(3834, 8719)
(4021, 5588)
(1815, 7973)
(6053, 9226)
(4682, 9383)
(1317, 2413)
(3894, 6277)
(940, 4612)
(5460, 8815)
(780, 5098)
(2147, 3377)
(407, 6744)
(866, 9284)
(838, 3459)
(2874, 9531)
(3798, 8973)
(9261, 9273)
(376, 4412)
(1054, 9320)
(7505, 10036)
(1949, 9494)
(2193, 5973)
(1011, 6146)
(2779, 8292)
(9929, 9937)
(9031, 9361)
(116, 4210)
(1019, 2114)
(5174, 9898)
(5211, 9611)
(201, 1479)
(1104, 3600)
(2245, 9381)
(597, 10038)
(251, 6373)
(2392, 2586)
(1106, 1489)
(4697, 9287)
(1946, 9919)
(3097, 7981)
(5990, 7897)
(4211, 6083)
(2396, 3117)
(3187, 9495)
(243, 6602)
(2328, 7989)
(5336, 8660)
(841, 7808)
(5942, 9826)
(639, 5031)
(8748, 9325)
(3270, 8335)
(6103, 8317)
(347, 4172)
(847, 7551)
(8951, 9095)
(3300, 9139)
(4009, 4209)
(727, 8516)
(2349, 5783)
(279, 3871)
(1873, 7623)
(3593, 7875)
(1570, 10036)
(4109, 9456)
(1152, 2331)
(986, 9675)
(1438, 5081)
(808, 1872)
(6571, 9765)
(5656, 6489)
(5271, 8389)
(8293, 9765)
(1894, 4541)
(4556, 9196)
(3868, 7305)
(2251, 7126)
(9020, 9556)
(1233, 2934)
(5562, 8643)
(3042, 5922)
(1163, 7608)
(262, 1580)
(2104, 9035)
(1804, 4636)
(8623, 9711)
(6712, 9993)
(4730, 9720)
(1377, 9563)
(170, 1643)
(2277, 8976)
(4976, 8582)
(6601, 7202)
(2658, 9867)
(2438, 4736)
(9402, 10089)
(3281, 8994)
(925, 5153)
(3354, 7205)
(6985, 8254)
(1897, 8228)
(2211, 4701)
(5965, 9385)
(8151, 9958)
(3005, 6492)
(451, 6321)
(2384, 9797)
(965, 6277)
(5709, 9080)
(1273, 9459)
(2669, 8455)
(649, 4945)
(2927, 9458)
(2358, 7366)
(5228, 9770)
(2570, 5276)
(33, 5067)
(4682, 9951)
(1956, 2152)
(393, 4826)
(1869, 6841)
(5726, 9762)
(939, 2492)
(969, 9882)
(2418, 3472)
(1293, 7772)
(450, 1620)
(3087, 4969)
(4119, 8294)
(172, 4521)
(0, 994)
(665, 3292)
(5207, 9657)
(2550, 7035)
(1408, 8531)
(295, 7265)
(1499, 6381)
(4949, 9790)
(7610, 9046)
(4325, 9076)
(2561, 7603)
(1927, 2111)
(4332, 9596)
(545, 8766)
(7087, 8606)
(8467, 9906)
(202, 2046)
(163, 1100)
(2815, 8041)
(1634, 4415)
(5754, 8444)
(33, 9892)
(1835, 2397)
(9195, 9850)
(7211, 9329)
(1149, 4386)
(555, 1435)
(110, 8213)
(1634, 8002)
(9198, 9475)
(1092, 9121)
(6475, 8083)
(6259, 9736)
(273, 4252)
(8703, 8978)
(3002, 6528)
(5809, 6157)
(5385, 8852)
(64, 7090)
(1208, 5263)
(8510, 9738)
(8827, 9668)
(3995, 9387)
(4987, 8126)
(4129, 4941)
(6057, 9822)
(894, 6427)
(1404, 7423)
(9230, 9456)
(7054, 9308)
(3986, 5848)
(5478, 8257)
(3006, 6274)
(1705, 7575)
(2546, 5129)
(6882, 9848)
(4976, 9971)
(3409, 9966)
(7622, 9136)
(779, 3494)
(8927, 9922)
(737, 8515)
(5148, 5680)
(8183, 8335)
(168, 7296)
(1245, 9077)
(5532, 9891)
(5204, 9898)
(4727, 7438)
(8540, 9460)
(5813, 5835)
(3841, 9830)
(4062, 8754)
(1885, 8244)
(4689, 7735)
(2389, 2574)
(2142, 9153)
(1987, 9423)
(5028, 9307)
(6550, 7825)
(6808, 9520)
(3385, 6905)
(498, 7601)
(731, 10003)
(2259, 6415)
(898, 5101)
(639, 1911)
(6237, 7929)
(2070, 8971)
(5808, 7525)
(2034, 7733)
(5655, 8519)
(9060, 9643)
(1082, 8810)
(9251, 9708)
(2331, 8270)
(7337, 9558)
(4931, 8242)
(1077, 6217)
(1623, 9621)
(8458, 9620)
(2255, 8068)
(1807, 2611)
(1336, 9973)
(6099, 9914)
(6966, 8547)
(5931, 9617)
(168, 6199)
(3290, 7578)
(7877, 9618)
(2207, 9070)
(163, 7531)
(128, 486)
(678, 1650)
(1439, 7000)
(7641, 10092)
(1702, 6998)
(4164, 5552)
(3954, 9748)
(55, 1214)
(307, 3329)
(352, 3503)
(1431, 3345)
(2419, 4016)
(3859, 8455)
(412, 2441)
(3, 8136)
(7242, 9912)
(622, 9889)
(6410, 9833)
(2803, 7254)
(2253, 6573)
(2856, 4859)
(1494, 7935)
(1801, 3257)
(1909, 4024)
(228, 9024)
(448, 1633)
(470, 9367)
(2929, 8329)
(6414, 6757)
(3860, 9790)
(501, 7939)
(6700, 9361)
(3780, 5654)
(8143, 9715)
(3471, 3551)
(2146, 9646)
(6591, 7135)
(5974, 8120)
(596, 8332)
(2506, 4534)
(6344, 7223)
(673, 8983)
(998, 9839)
(1498, 2307)
(1852, 8911)
(1688, 9496)
(1177, 2405)
(4141, 4318)
(137, 1925)
(3126, 5738)
(1048, 1685)
(4137, 6586)
(1208, 7656)
(5970, 8531)
(1326, 9651)
(1932, 9530)
(4900, 7236)
(8111, 9280)
(1374, 9885)
(3133, 8235)
(7492, 9530)
(1393, 8728)
(1753, 8866)
(6090, 9089)
(4991, 10068)
(875, 9764)
(3221, 9155)
(5578, 7107)
(3073, 7188)
(6105, 9484)
(5353, 8635)
(4055, 6960)
(2606, 9630)
(7994, 9367)
(6240, 8029)
(1348, 6287)
(5727, 8645)
(765, 3372)
(6026, 8654)
(3292, 3712)
(1095, 5547)
(6588, 7111)
(3350, 4448)
(5638, 9893)
(1427, 7299)
(5362, 8544)
(562, 8813)
(196, 2524)
(678, 5192)
(1048, 8710)
(2181, 9895)
(950, 1349)
(705, 1906)
(8822, 9287)
(1425, 1625)
(8174, 8959)
(3030, 5347)
(1458, 6080)
(1147, 2842)
(8671, 9608)
(4116, 9752)
(4606, 8994)
(492, 7001)
(6045, 9963)
(4012, 9669)
(3364, 4218)
(3571, 6210)
(5634, 10038)
(1220, 2489)
(6383, 9842)
(1772, 9181)
(2008, 9206)
(1335, 3992)
(5857, 8161)
(3648, 5136)
(367, 4620)
(703, 4198)
(4324, 8956)
(5447, 8762)
(175, 4340)
(1428, 5282)
(72, 4747)
(3912, 4916)
(1708, 2341)
(2663, 5086)
(4944, 9301)
(199, 3447)
(4117, 7694)
(4932, 5610)
(9062, 9234)
(6708, 9219)
(1334, 9462)
(5113, 9907)
(1641, 8278)
(7622, 7883)
(1182, 7210)
(911, 2087)
(1428, 2547)
(4262, 8438)
(1462, 9916)
(1996, 9692)
(2993, 3648)
(2230, 7550)
(2875, 6007)
(150, 855)
(151, 7775)
(1637, 4880)
(6004, 6680)
(884, 7554)
(2708, 9448)
(3293, 3413)
(4073, 8924)
(8927, 9772)
(4214, 9444)
(5337, 8231)
(996, 9657)
(3604, 8294)
(3561, 9508)
(734, 9188)
(46, 9844)
(6858, 8028)
(3675, 7254)
(4437, 9438)
(4400, 9611)
(8756, 8829)
(2511, 9154)
(1741, 2471)
(5663, 5811)
(3914, 9197)
(1144, 7580)
(3793, 9566)
(6435, 7198)
(2195, 9477)
(1099, 8887)
(5351, 8901)
(547, 9943)
(1807, 7330)
(5307, 9887)
(630, 8417)
(4429, 4575)
(427, 7308)
(8219, 8579)
(3645, 8877)
(4868, 8957)
(554, 4680)
(98, 4828)
(2965, 7137)
(2034, 4942)
(2004, 8705)
(6879, 9743)
(2864, 9399)
(2078, 8299)
(8647, 9427)
(1997, 8926)
(373, 5938)
(1892, 9566)
(991, 9579)
(5805, 7724)
(2647, 7941)
(2466, 9456)
(8083, 10064)
(3808, 3949)
(925, 4320)
(353, 2127)
(1645, 9809)
(883, 3330)
(1229, 9401)
(3513, 8354)
(7511, 9530)
(1282, 10011)
(5919, 9823)
(8576, 10017)
(4159, 9963)
(349, 2372)
(4450, 6182)
(2023, 8960)
(5875, 8499)
(4431, 4798)
(5810, 8228)
(5790, 9302)
(1030, 9438)
(6258, 8715)
(2082, 8644)
(5298, 8630)
(2562, 8282)
(2910, 8826)
(681, 9358)
(1180, 2571)
(723, 2512)
(77, 9711)
(1399, 9992)
(8021, 8029)
(3949, 6523)
(4447, 9494)
(30, 5194)
(698, 6656)
(4839, 8700)
(8319, 9537)
(1301, 9724)
(2258, 9258)
(777, 7834)
(2703, 8662)
(177, 9387)
(1358, 2058)
(988, 7083)
(8449, 8533)
(2055, 5260)
